"","EpisodeLines","Cumulative_episode","Season","Episode_no"
"4389","Judge: $500 and time served.
",20,2,7
"4390","Bender: Stupid anti-pimping laws! [He turns to Leela.] Well, pay the man!
",20,2,7
"4391","Hookerbot: Bender, honey, we love you!
",20,2,7
"4392","Bender: Shut up, baby, I know it!
",20,2,7
"4393","Bender: Ah, computer dating. It's like pimping but you rarely have to use the phrase ""upside your head"".
",20,2,7
"4394","Leela: Bender, this is stupid. Why would anyone come to you for romantic help?
",20,2,7
"4395","Bender: Hey! Don't make me go upside your head!
",20,2,7
"4396","Hermes: [shouting] Fry! Amy! Put your pants back on! I need a stapler.
",20,2,7
"4397","Zoidberg: Stop! Stop! If you interrupt the mating dance the male will become enraged and maul us with his fearsome gonad.
",20,2,7
"4398","Fry: [whispering] It's working, they think we're making out. [They laugh then juggle.] Wait, why aren't we making out?
",20,2,7
"4399","Amy: I 'unno.
",20,2,7
"4400","Bender: OK, Mister...?
",20,2,7
"4401","Zapp: Uh, Smith! Zapp Smith. Uh, Brannigan.
",20,2,7
"4402","Bender: Just check off the things you're looking for in a love partner.
",20,2,7
"4403","Zapp: Let's see ... Oh, yes! [He punches out a hole.] Yes, definitely. [He punches out another.] Oh, I'd like some of that. [Another one.] Mmm, I'll just have everything on the menu.
",20,2,7
"4404","Bender: Now to run it through our high-speed romance-a-logical data-fier. [He screws up the sheet and throws it in his chest cabinet and imitates a computer by beeping. He then pulls out a random sheet and hands it to Zapp.] Say hello to Miss Right!
",20,2,7
"4405","Zapp: [sexfully] Hello!
",20,2,7
"4406","Fry: Wow! We're great kissers!
",20,2,7
"4407","Amy: Yeah! Hey, later, you wanna drive out to Europa? We could have a picnic and spit watermelon seeds at Jupiter.
",20,2,7
"4408","Fry: Hey, yeah! I used to spit at stuff back in the 20th century. Ah, it's cool how we sort of think exactly alike, and junk.
",20,2,7
"4409","Amy: Yeah. Y'know, Fry, I really like hanging out with you.
",20,2,7
"4410","Fry: Everything was going great. Then, all of a sudden, she's talking about hanging out. Hanging out? She's getting way too serious. I'm not a one woman man, Leela.
",20,2,7
"4411","Leela: You'll be back to zero soon enough.
",20,2,7
"4412","Fry: Don't you get it? She's smothering me.
",20,2,7
"4413","Amy: Hi.
",20,2,7
"4414","Fry: You see? You see? Now she's bothering me when I'm at work.
",20,2,7
"4415","Leela: Fry--
",20,2,7
"4416","Fry: I'm doing my job, there's Amy; I spend a few hours selecting a candy from the machine, there's Amy; I wake up the morning after sleeping with Amy, there's Amy!
",20,2,7
"4417","Leela: I think you're over reacting.
",20,2,7
"4418","Fry: Am I? [shouting] Am I? [talking] Face it, I'm a prize catch. [He belches.] I mean, I'm pulling down delivery boy money.
",20,2,7
"4419","Leela: Fry, she's pulling down billionaire trust-fund money.
",20,2,7
"4420","Fry: Then she wants me as a trophy husband. Leela, you gotta come to Europa with us. I can't be alone with her.
",20,2,7
"4421","Amy: So, ready for a secluded picnic with just you and me?
",20,2,7
"4422","Fry: Hey, you know who loves secluded picnics with just you and me? [He looks over Amy's shoulder at Leela. She shakes her head.] Uh, Dr. Zoidberg.
",20,2,7
"4423","Zoidberg: Did someone say something about a free hot meal?
",20,2,7
"4424","Zoidberg: Mmm, I haven't eaten since Tuesday! Bird eggs, animal slices ... [He gobbles down the food.] ... dry woven reeds! [He eats the basket.] All gone! Can I drive?
",20,2,7
"4425","Amy: No. So, Fry, you busy tomorrow? I got two tickets to the big ape fight.
",20,2,7
"4426","Fry: Jeez, we're already planning to spend Valentine's Day together. Isn't that enough?
",20,2,7
"4427","Amy: OK, sure. What do you wanna do for Valentine's Day?
",20,2,7
"4428","Fry: Oh, so all of a sudden we're spending Valentine's Day together?
",20,2,7
"4429","Amy: But you just said--
",20,2,7
"4430","Fry: That's it, Amy, we have to talk. Zoidberg, you drive.
",20,2,7
"4431","Zoidberg: Wahoo!
",20,2,7
"4432","Fry: [from inside] Pardon me, excuse me.
",20,2,7
"4433","Zoidberg: Ah, I'll just turn the wheel to maximum fastness!
",20,2,7
"4434","Fry: Amy, you know how at first you like chocolate but then you start to get tired of it because it always wants to hang out with you?
",20,2,7
"4435","Amy: Huh? You don't like chocolate?
",20,2,7
"4436","Fry: Look, could chocolate just let me finish?
",20,2,7
"4437","Zoidberg: Vroom, vroom! And the winner of the big car race is ... Hot Rod Zoidberg!
",20,2,7
"4438","Fry: Amy, what I'm trying to say is, I think maybe you and I should stop--
",20,2,7
"4439","Zoidberg: Uh-oh. Here, you drive!
",20,2,7
"4440","Zoidberg: Fry? Are you alright?
",20,2,7
"4441","Fry: Ow! My head is killing me. What happened? Was anybody hurt?
",20,2,7
"4442","Zoidberg: No, no, no, no, no, of course not. Nobody but you. I'm afraid your body was badly damaged in the crash.
",20,2,7
"4443","Fry: How badly?
",20,2,7
"4444","Zoidberg: That's it over there. [He points to Fry's headless body. Fry screams.] Don't worry, I managed to keep your head alive with some quick surgery.
",20,2,7
"4445","Fry: Where is it?
",20,2,7
"4446","Zoidberg: There.
",20,2,7
"4447","Amy: Looks like we'll be spending a lot more time together, Fry!
",20,2,7
"4448","Leela: This sort of thing always happens with office romances.
",20,2,7
"4449","Zoidberg: Don't worry, Fry, we'll have your body all fixed up in a few days. [He lifts Fry's body up over his shoulder.] Upsy daisy!
",20,2,7
"4450","Fry: Well, Amy, I'll try not to interfere with your life too much.
",20,2,7
"4451","Amy: Fry!
",20,2,7
"4452","Fry: Ooh, sorry. I guess I control that arm.
",20,2,7
"4453","Amy: So, what was it you wanted to talk about before we crashed anyway?
",20,2,7
"4454","Fry: Oh, that. [He turns and sees Farnsworth sweeping behind them.] Maybe we'd better talk in private. [whispering] I'll meet you in the closet.
",20,2,7
"4455","Fry: Amy, I really like you, as a friend. But I think we're spending too much time together.
",20,2,7
"4456","Amy: You're breaking up with me?
",20,2,7
"4457","Fry: I just think we should start seeing other people.
",20,2,7
"4458","Amy: But, I was really having fun. [She sighs.] If that's how you feel.
",20,2,7
"4459","Fry: I'm sorry, but it is.
",20,2,7
"4460","Amy: Well, whatever. Hey, listen, as long as we're not seeing each other, you mind if I ask someone else out for Valentine's Day?
",20,2,7
"4461","Fry: Huh?
",20,2,7
"4462","Amy: I mean, unless it would make you feel bad, being a third wheel.
",20,2,7
"4463","Fry: Hey, I can get a date too. Now that I'm single, I'll attract all sorts of women!
",20,2,7
"4464","Amy: With my body I think you might only attract one sort of woman.
",20,2,7
"4465","Fry: [happy] Oh! [disappointed] Oh!
",20,2,7
"4466","Leela: So, how's business?
",20,2,7
"4467","Bender: Are you familiar with my friend Al Gore? I'm tellin' you, losers get really desperate around Valentine's Day.
",20,2,7
"4468","Leela: Yeah, it's pathetic alright! [She whistles. Bender hums.] How much?
",20,2,7
"4469","Bender: 500 bucks.
",20,2,7
"4470","Leela: Done.
",20,2,7
"4471","Bender: Zapp Brannigan OK?
",20,2,7
"4472","Leela: No!
",20,2,7
"4473","Bender: 600.
",20,2,7
"4474","Fry: Oh, hey, Leela, uh, can I talk to you for a minute? [He turns to Amy.] In private?
",20,2,7
"4475","Amy: Oh, no problem.
",20,2,7
"4476","Fry: This is an emergency. Amy made Valentine's plans with some goon and I'm gonna be stuck there, lonely and miserable. Will you be my date, please?
",20,2,7
"4477","Leela: You're too late, Fry. I'm sharing Valentine's Day with a very special man. He's not Zapp Brannigan or anything!
",20,2,7
"4478","Fry: Then I have no choice but to do something so pitiful and embarrassing that I'm ashamed to tell you about it.
",20,2,7
"4479","Leela: Bender's in his office.
",20,2,7
"4480","Fry: Thanks.
",20,2,7
"4481","Bender: I got your hook-up, Fry. Now, my usual fee's 500 bucks, but seeing as how it's you, I'll need it in advance.
",20,2,7
"4482","Amy: OK, Fry, we're done putting on the bra.
",20,2,7
"4483","Fry: Why exactly did you shave your legs anyway? Are you expecting something to happen with your Valentine's date?
",20,2,7
"4484","Amy: What business is it of yours?
",20,2,7
"4485","Fry: And another thing: You're using an awful lot of make-up there.
",20,2,7
"4486","Amy: This is deodorant.
",20,2,7
"4487","Fry: What does it do?
",20,2,7
"4488","Amy: [shouting] C'mon in, Gary! I'll just be another 20 minutes.
",20,2,7
"4489","Gary: [from outside] I'll be waiting.
",20,2,7
"4490","Fry: 20 minutes? You're practically ready now!
",20,2,7
"4491","Amy: Yeah, but it's good to make them wait a little.
",20,2,7
"4492","Fry: Oh, God, it's true!
",20,2,7
"4493","Gary: That dress looks great on you.
",20,2,7
"4494","Amy: [simultaneous] Thanks.
",20,2,7
"4495","Fry: [simultaneous] Thanks. [He watches the door.] Where is she?
",20,2,7
"4496","Gary: I must say, Amy, you're all made up, just like Fry's date. Get it?
",20,2,7
"4497","Amy: Mm-mm.
",20,2,7
"4498","Fry: I've got a date. She'll be along any minute.
",20,2,7
"4499","Bender: Fry, look who I found! It's Petunia, your dream girl!
",20,2,7
"4500","Petunia: How's them eats?
",20,2,7
"4501","Fry: Uh--
",20,2,7
"4502","Petunia: Don't mind if I do. [She puts the hamburger into her handbag.] Kids'll be hungry.
",20,2,7
"4503","Fry: [whispering] She seems a little old for me.
",20,2,7
"4504","Bender: She is well-travelled. And I don't mean she travels a lot!
",20,2,7
"4505","Petunia: Wheels fell off my house.
",20,2,7
"4506","Bender: Now how about a rose for the lady? Five bucks a pop!
",20,2,7
"4507","Gary: I'll take one.
",20,2,7
"4508","Fry: Oh, yeah? Well I want one too.
",20,2,7
"4509","Bender: Eight bucks.
",20,2,7
"4510","Fry: But you just said--
",20,2,7
"4511","Bender: Demand suddenly skyrocketed. You all saw it!
",20,2,7
"4512","Bender: Leela, meet your future husband Sal.
",20,2,7
"4513","Sal: Nice eyeball, eyeball.
",20,2,7
"4514","Leela: Nice ass, ass.
",20,2,7
"4515","Bender: Ooh, sparks! [whispering] Buy her a rose, I guarantee she'll put out!
",20,2,7
"4516","Sal: Eh, I'll take my chances.
",20,2,7
"4517","Zapp: Cheers!
",20,2,7
"4518","""Woman"": Cheers!
",20,2,7
"4519","Petunia: So tell me about your prospects. You a good gambler?
",20,2,7
"4520","Fry: Well, ma'am, I--
",20,2,7
"4521","Petunia: What's your game? Bingo? Keno? Wait a minute! You don't have your own body.
",20,2,7
"4522","Fry: No, but I control this arm.
",20,2,7
"4523","Petunia: Slots player, huh? Sorry, but I think I can do better.
",20,2,7
"4524","Fry: Wait, come back, uh, darling.
",20,2,7
"4525","Petunia: Can't, hon', I gotta catch my bus back to Nutley. I'd kiss you goodnight but I lost my teeth pulling out a stump.
",20,2,7
"4526","Sal: So anyways, Leela, I'd love to take a whack at ya but that 10:15 to Nutley ain't goin' nowheres without yours truly behinds the wheel.
",20,2,7
"4527","Petunia: Excuse me, did you say ""10:15 to Nutley""?
",20,2,7
"4528","Sal: Why, yes I dids.
",20,2,7
"4529","Leela: [whispering] Bender! Did you just round up our dates at the bus station?
",20,2,7
"4530","Bender: Of course not.
",20,2,7
"4531","Sal: [shouting] Anybodys else for Nutley?
",20,2,7
"4532","Zapp: Baby, wait! You didn't show me your surprise.
",20,2,7
"4533","Gary: [whispering] You know what I'd like to do...?
",20,2,7
"4534","Fry: Oh, jeez, get a room!
",20,2,7
"4535","Gary: Maybe later.
",20,2,7
"4536","Fry: Hey, I have an idea: Let's all go out for ice cream.
",20,2,7
"4537","Gary: Actually, I thought Amy might like to come back to my place for coffee.
",20,2,7
"4538","Amy: I don't really like coffee.
",20,2,7
"4539","Gary: Neither do I.
",20,2,7
"4540","Amy: Ooh, I feel a little tipsy!
",20,2,7
"4541","Gary: Let me pick up the check.
",20,2,7
"4542","Fry: Nooo! [Gary drops his card onto the check.] That's it I'm gettin' the hell outta here. [He tugs at his head.] Ooh! Ow!
",20,2,7
"4543","Leela: Why, if it isn't my favourite head on Amy's body: Fry.
",20,2,7
"4544","Fry: Oh, Leela!
",20,2,7
"4545","Amy: We were just on our way out.
",20,2,7
"4546","Leela: Nonsense, the evening's young. So, Gary, what do you do for a living?
",20,2,7
"4547","Gary: I'm a banking industry regulator.
",20,2,7
"4548","Leela: Really? Y'know, I heard that banking industry regulations are really very simple.
",20,2,7
"4549","Gary: Oh, no, that's not true. You see, modern banking regulations are a product of five different regulatory traditions. Six if you wanna get technical.
",20,2,7
"4550","Leela: Oh, I do.
",20,2,7
"4551","Gary: It all began in 1410 when a number of noblemen convened...
",20,2,7
"4552","Fry: [whispering] Thank you.
",20,2,7
"4553","Zoidberg: There you are, good as new. Except for your dorsal fin. I'm afraid I couldn't find it after the crash.
",20,2,7
"4554","Fry: Can I live without it?
",20,2,7
"4555","Zoidberg: If you call that living.
",20,2,7
"4556","Farnsworth: I still don't understand why you wouldn't let me graft a laser cannon onto your chest. To crush those who disobey you. [He sighs.] But I guess we're just two different people.
",20,2,7
"4557","Fry: So, uh, thanks for the ride, Amy. And I hope there are no hard feelings about your date, or stuff.
",20,2,7
"4558","Amy: It's OK, I had fun. And if I ever feel lonely I can just look over at this disfiguring scar and think of you.
",20,2,7
"4559","Fry: Well, anyway, it's nice to have my own body back.
",20,2,7
"4560","Leela: So how's the old corpse? Everything hooked up OK?
",20,2,7
"4561","Fry: Seems to be. My neck's just a little tender. [He touches his neck and kicks himself.] Ow! Cool! [He does it again.] Ow! Listen, Leela. Thanks for rescuing me last night.
",20,2,7
"4562","Leela: Anytime. I actually enjoyed hanging out with you.
",20,2,7
"4563","Bender: Yep, everything worked out great thanks to good old Bender.
",20,2,7
"4564","Leela: Come on! It's not like you intentionally set us up with bad dates so we'd spend Valentine's Day together.
",20,2,7
"4565","Bender: Didn't I, Leela? Didn't I?
",20,2,7
"4566","Leela: No! You didn't! You just corralled a bunch of stiffs at the bus station and pocketed our money!
",20,2,7
"4567","Bender: True. But in the end, isn't that what Valentine's Day is really all about?
",20,2,7
"4568","Leela: Yeah.
",20,2,7
"4569","Fry: I guess so. [Bender laughs and puts his arms around Fry and Leela and pats them.] Watch the neck! Watch the neck!
",20,2,7
"4570","Bender: My ass! My beautiful ass!
",20,2,7
"4571","Farnsworth: Good news, everyone. I've taught the toaster to feel love. [The toaster bounds across the table, barking like a dog and licks Bender. He knocks it away and it hits the wall. Toast springs out of it.] And Hermes returns from his vacation today.
",21,2,8
"4572","Hermes: [monotonous] Good morning, people.
",21,2,8
"4573","Fry: Hey, Hermes!
",21,2,8
"4574","Zoidberg: Hello!
",21,2,8
"4575","Leela: Good to see you.
",21,2,8
"4576","Farnsworth: Yo!
",21,2,8
"4577","Bender: My man!
",21,2,8
"4578","Amy: So how was the Spleef Nebula?
",21,2,8
"4579","Hermes: [monotonous] The flight had a stopover on the Brain Slug Planet. Hermes liked it so much he decided to stay of his own free will.
",21,2,8
"4580","Fry: Hermes has all the fun. Wait a second! He's got a Brain Slug on his head!
",21,2,8
